Source,Destination,Address,City,State,Lat long of A,Lat long of B,Source Lat,Source Long,Dest Lat,Dest Long,Distance (km)
Zolo Faridabad Warehouse,Zolo Dawn,"U-59/20-21, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010",Gurugram,Haryana,"28.4895041, 77.0963817","28.4586177, 77.3070471",28.4895041,77.0963817,28.4586177,77.3070471,20.91
Zolo BLR_Singasandra WH,Zolo Eclair,"No. 66-154-37/1, situated at 1st A cross road, chocolate factory road, cashier layout, Tavarekere Extension, Bangalore - 560029",Bangalore,Karnataka,"12.9233879, 77.61245090000001","12.8903965, 77.6273899",12.9233879,77.6124509,12.8903965,77.6273899,3.99
Zolo Chennai Warehouse_2,Zolo Demure,"Peniel Apartments,ICL Home Town,7th Cross street,Noombal,Chennai - 600077",Chennai,Tamil Nadu,"13.0509337, 80.1407023","13.0675449, 80.1491821",13.0509337,80.1407023,13.0675449,80.1491821,2.06
Zolo BLR_Singasandra WH,Zolo Elements,"Site No. 10 Kundalahalli Village,CMC Ward No. 21,K.R. Puram Hobli,Backside of Brook Square Apts.,Bangalore - 560037",Bangalore,Karnataka,"13.0124225, 77.71035429999999","12.8903965, 77.6273899",13.0124225,77.7103543,12.8903965,77.6273899,16.23
Zolo Chennai Warehouse_2,Zolo Elan,"Venkatesa Nagar Kottivakkam Rd,Valmiki Nagar,Venkatesapuram,Kottivakkam,Tamil Nadu,Chennai - 600041",Chennai,Tamil Nadu,"12.9722287, 80.253271","13.0675449, 80.1491821",12.9722287,80.253271,13.0675449,80.1491821,15.45
Zolo BLR_Singasandra WH,Zolo Elysium,"Bearing No 258/3, Begur Hobli, Bommanahalli, Bengaluru, Bengaluru Urban, Karnataka,560068",Bangalore,Karnataka,"12.9039909, 77.627577","12.8903965, 77.6273899",12.9039909,77.627577,12.8903965,77.6273899,1.5
Zolo BLR_Singasandra WH,Zolo Enigma,"#1804,13th Cross,HSR Layout,Sector 1,Bangalore - 560102",Bangalore,Karnataka,"12.9156829, 77.644785","12.8903965, 77.6273899",12.9156829,77.644785,12.8903965,77.6273899,3.37
,Zolo Dream Destination,"Landmark City, Kota, near Allen Samyak and Allen Sangyan in, Kota, Rajasthan 324008",Kota,Rajasthan,"25.2012395, 75.8304895",,25.2012395,75.8304895,75.8304895,75.8304895,5631.29
Zolo BLR_Singasandra WH,Zolo Essenza,"No.41/2,& 41/3,Chikkathogur Village,Begur Hobli,Pragathi Nagar,Electronic ,Bangalore - 560100",Bangalore,Karnataka,"12.8663767, 77.65527209999999","12.8903965, 77.6273899",12.8663767,77.6552721,12.8903965,77.6273899,4.03
Zolo Chennai Warehouse_2,Zolo GST,"Perungalathur, Vandalur, near Shriram IT Gateway, Accenture, HTC Global Services, Chennai, Tamil Nadu 600048",Chennai,Tamil Nadu,"12.877696, 80.07874620000001","13.0675449, 80.1491821",12.877696,80.0787462,13.0675449,80.1491821,22.35
Zolo BLR_Singasandra WH,Zolo Euphoria,"Bearing Site No.1 Khatha No.50, Begur Hobli, Bengaluru,Doddathogur Village, 560100",Bangalore,Karnataka,"12.8713133, 77.64056","12.8903965, 77.6273899",12.8713133,77.64056,12.8903965,77.6273899,2.55
Zolo BLR_Singasandra WH,Zolo Ginger,"Bearing number B-82 Khatha No. 309/33-82, SILVER SPRINGS VarthurHobli,Munnekolala Village, Bengaluru, 560037",Bangalore,Karnataka,"12.9530189, 77.7088108","12.8903965, 77.6273899",12.9530189,77.7088108,12.8903965,77.6273899,11.23
Zolo BLR_Singasandra WH,Zolo Goodfellas,"1st main, 1st Cross, SG Palaya, near oracle lexington, Bangalore",Bangalore,Karnataka,"12.9309175, 77.6097156","12.8903965, 77.6273899",12.9309175,77.6097156,12.8903965,77.6273899,4.88
Zolo Pune Warehouse_New,Zolo Empyrea,"Sr. No. 258/1/3 ,Mukai Nagar,Hinjewadi,Pune - 411057",Pune,Maharashtra,"18.5970253, 73.7315771","18.6124747, 73.71542149999999",18.5970253,73.7315771,18.6124747,73.7154215,2.41
Zolo Pune Warehouse_New,Zolo Encore,"Arihnata Aastha,C Wing,S. No. 138/2/2A,Sakhare Vasti Rd,Phase 1,Hinjawadi,Pune - 411057",Pune,Maharashtra,"18.5879313, 73.74155739999999","18.6124747, 73.71542149999999",18.5879313,73.7415574,18.6124747,73.7154215,3.87
Zolo BLR_Singasandra WH,Zolo Hibiscus,"45,6th Cross Road,Maruthi Nagar,Stage-1 BTM Layout,Bangalore - 560029",Bangalore,Karnataka,"12.925581, 77.615067","12.8903965, 77.6273899",12.925581,77.615067,12.8903965,77.6273899,4.12
Zolo BLR_Singasandra WH,Zolo Ikigai,"No.43/B,situated at 9th Cross,Maruthi Nagar,Madiwala Extn ,Bangalore - 560068",Bangalore,Karnataka,"12.9246342, 77.6153046","12.8903965, 77.6273899",12.9246342,77.6153046,12.8903965,77.6273899,4.01
Zolo BLR_Singasandra WH,Zolo Iris,"Site No 210, 3rd Sage, BEML Layout, Halagevaderanahalli, Kengeri Hobli, Rajarajeshwari Nagar, Bengaluru, Bengaluru Urban, Karnataka, 560098",Bangalore,Karnataka,"12.9175314, 77.5243775","12.8903965, 77.6273899",12.9175314,77.5243775,12.8903965,77.6273899,11.58
Zolo Pune Warehouse_New,Zolo Eureka,"Bekrai Nagar, Village Mauje Fursungi Area, near Fursungi IT Park in Pune.",Pune,Maharashtra,"18.4915119, 73.954351","18.6124747, 73.71542149999999",18.4915119,73.954351,18.6124747,73.7154215,28.56
Zolo BLR_Singasandra WH,Zolo Knight,"Bearing No 11 K No 63-81-11, First Cross Road, Venkateshwara Extension, Bengaluru, Bengaluru Urban, Karnataka, 560029",Bangalore,Karnataka,"12.9163751, 77.6020307","12.8903965, 77.6273899",12.9163751,77.6020307,12.8903965,77.6273899,3.98
Zolo Pune Warehouse_New,Zolo Feliz,"Kad Wasti, Magarpatta City,Hadapsar, Pune, Maharashtra",Pune,Maharashtra,"18.5183727, 73.9201192","18.6124747, 73.71542149999999",18.5183727,73.9201192,18.6124747,73.7154215,23.99
,Zolo Florence,"No 253, Rajiv Gandhi nagar, Kota, Rajasthan-324005",Kota,Rajasthan,"25.1359246, 75.849401",,25.1359246,75.849401,75.849401,75.849401,5640.64
Zolo Hyderabad Warehouse,Zolo Fortuna,"Plot No. 101.Sr.No.219 & 220,Padmashree Gardens,Ranjendranagar,Hyderabad - 500008",Hyderabad,Telangana,"17.4271377, 78.32612209999999","17.51029, 78.385559",17.4271377,78.3261221,17.51029,78.385559,11.16
Zolo Faridabad Warehouse,Zolo Fountain,"Plot no 538, Near OBC Bank, Sector-45, Kanhai, Gurugram, Haryana- 122003",Gurugram,Haryana,"28.4440338, 77.0728215","28.4586177, 77.3070471",28.4440338,77.0728215,28.4586177,77.3070471,23.0
,Zolo Future,"J14,Landmark ,Kunhadi,Tehsil - Ladpura,Kota - 324008",Kota,Rajasthan,"25.1883559, 75.8269938",,25.1883559,75.8269938,75.8269938,75.8269938,5632.33
,Zolo Galaxy,"H52, H53, H1, Landmark City, Kunhadi, Tehsil- Ladpur, Distt.- Kota",Kota,Rajasthan,"25.2012395, 75.8304895",,25.2012395,75.8304895,75.8304895,75.8304895,5631.29
Zolo BLR_Singasandra WH,Zolo Magna,"NO.35, KHATA NO.89, HOUSE LIST NO.35/2 SITUATED AT NAGAWARA VILLAGE,KASABA HOLI, BANGALORE NORTH TALUK, BANGALORE NOW ASSIGNED AS BBMP MUNICIPAL NO.51/58/35-2/89 NEAR VENUGOPAL SWAMY TEMPLE ROAD, NAGWARA, BANGALORE NOW COMES UNDER THE JURISDICTION OF BBMP LIMITS,BANGALORE",Bangalore,Karnataka,"13.037159, 77.62425739999999","12.8903965, 77.6273899",13.037159,77.6242574,12.8903965,77.6273899,16.24
Zolo Pune Warehouse_New,Zolo Gold Castle,"Survey(ghat) no 122/5 Kawade Wasti, Wagholi, Pune, Maharashtra- 412207",Pune,Maharashtra,"18.5766017, 73.9538764","18.6124747, 73.71542149999999",18.5766017,73.9538764,18.6124747,73.7154215,25.48
Zolo BLR_Singasandra WH,Zolo Maverick,"Bearing number No. 34, 7th Cross Maruthi Nagar, Madiwala,Bengaluru, 560068",Bangalore,Karnataka,"12.9254697, 77.6138454","12.8903965, 77.6273899",12.9254697,77.6138454,12.8903965,77.6273899,4.15
Zolo Faridabad Warehouse,Zolo Green,"U/27, DLF City Phase 3 Rd, DLF Phase 3,Sector 24, Gurugram, Haryana",Gurugram,Haryana,"28.4971159, 77.0987921","28.4586177, 77.3070471",28.4971159,77.0987921,28.4586177,77.3070471,20.83
Zolo BLR_Singasandra WH,Zolo Mitra,"#20,20th B Cross,near Rama Temple,Sri Ram temple road,Ejipura,Bangalore - 560095",Bangalore,Karnataka,"12.9435969, 77.6285266","12.8903965, 77.6273899",12.9435969,77.6285266,12.8903965,77.6273899,5.89
Zolo Chennai Warehouse_2,Zolo H Park,"Singaperumal - Oragadam Highway, Thriveni Nagar, Singaperumalkoil, Oragadam,Chennai Tamil Nadu 603204",Chennai,Tamil Nadu,"13.1221939, 80.1516237","13.0675449, 80.1491821",13.1221939,80.1516237,13.0675449,80.1491821,6.05
Zolo Chennai Warehouse_2,Zolo Happiness Tower,"Pacifica Aurum Happiness Towers, Old Mahabalipuram Road, Padur, Chennai- 603103",Chennai,Tamil Nadu,"12.8083662, 80.2164921","13.0675449, 80.1491821",12.8083662,80.2164921,13.0675449,80.1491821,29.59
Zolo Chennai Warehouse_2,Zolo Homestel,"Plot No. 266 & 277,10th Street,Farm Grove,Kazhipattur,Thiruporur Taluk,Kancheepuram ,Chennai - 603203",Chennai,Tamil Nadu,"13.2011815, 80.2014145","13.0675449, 80.1491821",13.2011815,80.2014145,13.0675449,80.1491821,15.83
Zolo BLR_Singasandra WH,Zolo Mockingbird,"near to BDA Complex, Agara Village, 1st Sector, HSR Layout, Bengaluru, Bangalore,Karnataka 560102",Bangalore,Karnataka,"12.9230648, 77.6464534","12.8903965, 77.6273899",12.9230648,77.6464534,12.8903965,77.6273899,4.16
Zolo Pune Warehouse_New,Zolo Highrollers,"Sr.No.140/2/1,Hulawle Wasti,Sakhare wasti road,Pune - 411057",Pune,Maharashtra,"18.5838978, 73.7429252","18.6124747, 73.71542149999999",18.5838978,73.7429252,18.6124747,73.7154215,4.29
Zolo Chennai Warehouse_2,Zolo La Celeste,"Porur, near DLF IT Park, RMZ One Paramount, L&T HQ and Others in Chennai, Chennai, Tamil Nadu 600125",Chennai,Tamil Nadu,"13.0233807, 80.1790915","13.0675449, 80.1491821",13.0233807,80.1790915,13.0675449,80.1491821,5.86
Zolo Pune Warehouse_New,Zolo Horizon,"Sr No. 63/1/13,Lane no 10,Rajarampatil nagar,Kharadi,Pune - 411014",Pune,Maharashtra,"18.5580461, 73.9534039","18.6124747, 73.71542149999999",18.5580461,73.9534039,18.6124747,73.7154215,25.83
Zolo Pune Warehouse_New,Zolo House of Black Beard,"Sr No 4, Near Mahabaleshwar Hotel, Gaon Baner, Haveli, Pune, Pune, Maharashtra, 411045",Pune,Maharashtra,"18.554829, 73.798718","18.6124747, 73.71542149999999",18.554829,73.798718,18.6124747,73.7154215,10.86
Zolo BLR_Singasandra WH,Zolo Mustang,"Site No.171&172,Property No.110,Munnekollala Village,Varthur Hobli,East Taluk,Bangalore - 560037",Bangalore,Karnataka,"12.9456508, 77.707385","12.8903965, 77.6273899",12.9456508,77.707385,12.8903965,77.6273899,10.62
Zolo Pune Warehouse_New,Zolo Infinity,"Sr. No. 158 ,Mukai Nagar,Hinjewadi,Pune - 411057",Pune,Maharashtra,"18.5970253, 73.7315771","18.6124747, 73.71542149999999",18.5970253,73.7315771,18.6124747,73.7154215,2.41
Zolo BLR_Singasandra WH,Zolo Mustard,"Spice Garden Layout,Lakshminarayana Pura,AECS Layout,Chinnapanna Halli,Bangalore - 560037",Bangalore,Karnataka,"12.9580044, 77.7089009","12.8903965, 77.6273899",12.9580044,77.7089009,12.8903965,77.6273899,11.58
,Zolo Kalpana,"1-SA-8,Near,Modi College Road,Basant Vihar,Dadabari,Rajasthan,Kota - 324009",Kota,Rajasthan,"25.1532744, 75.8303256",,25.1532744,75.8303256,75.8303256,75.8303256,5636.59
Zolo Pune Warehouse_New,Zolo Kings Landing,"Survey no. 17,Housai Complex,Next to Rajwada Hotel,Someshwar wadi road,Baner,Pune - 411030",Pune,Maharashtra,"18.55073, 73.805544","18.6124747, 73.71542149999999",18.55073,73.805544,18.6124747,73.7154215,11.71
Zolo BLR_Singasandra WH,Zolo Nebula,"No. 9,Assessment No. 147/2 ,Nagawara Village,Nagavara Village,Kasaba Hobli,Bangalore - 560045",Bangalore,Karnataka,"13.0332292, 77.62231349999999","12.8903965, 77.6273899",13.0332292,77.6223135,12.8903965,77.6273899,15.81
Zolo Chennai Warehouse_2,Zolo Lake Square,"Plot No.2,Block No:3,Vendravasi amman koil street,Sholinganallur road,Karapakkam,Chennai - 600097",Chennai,Tamil Nadu,"12.9139017, 80.2329602","13.0675449, 80.1491821",12.9139017,80.2329602,13.0675449,80.1491821,19.28
Zolo Chennai Warehouse_2,Zolo Millennium,"5,Perumbakkam Main Rd,Elcot Sez,Sholinganallur,Tamil Nadu,Chennai - 600119",Chennai,Tamil Nadu,"12.9010926, 80.22714669999999","13.0675449, 80.1491821",12.9010926,80.2271467,13.0675449,80.1491821,20.26
Zolo Pune Warehouse_New,Zolo Legacy,"Bearing Plot Sr No 188/5, Near Dutta Mandir Mouli ChowkOpposite Eros Meadows Apt Wakad, Pune, 411057",Pune,Maharashtra,"18.5983351, 73.7639531","18.6124747, 73.71542149999999",18.5983351,73.7639531,18.6124747,73.7154215,5.36
Zolo BLR_Singasandra WH,Zolo Nirvana,"Bearing No BBMP Khata No 617/627/643/123 Sy No 96/2, Varthur Hobli, Bengaluru, 560103",Bangalore,Karnataka,"12.9403453, 77.74732039999999","12.8903965, 77.6273899",12.9403453,77.7473204,12.8903965,77.6273899,14.14
Zolo Chennai Warehouse_2,Zolo Opaline,"Emerald Tower, Olympia opaline Sequel, Navalur, Chennai",Chennai,Tamil Nadu,"12.84932, 80.2268181","13.0675449, 80.1491821",12.84932,80.2268181,13.0675449,80.1491821,25.57
Zolo Pune Warehouse_New,Zolo Marvel,"Sr. No. 183/A/2,Near Laxmi Chowk,Mauli Nagar,MIDC Road,Hinjewadi,Pune - 411057",Pune,Maharashtra,"18.6003393, 73.7377295","18.6124747, 73.71542149999999",18.6003393,73.7377295,18.6124747,73.7154215,2.71
Zolo BLR_Singasandra WH,Zolo Nova,"7th B Cross Road, KHB Block, 4th B Block, Koramangala, Bangalore",Bangalore,Karnataka,"12.9316094, 77.6245167","12.8903965, 77.6273899",12.9316094,77.6245167,12.8903965,77.6273899,4.57
Zolo Pune Warehouse_New,Zolo Meluha,"Suervey no 257/3/01, Near Laxmi Chowk, Mauli Nagar, MIDC Road, Hinjewadi, Pune,Maharashtra- 411057",Pune,Maharashtra,"18.599782, 73.73431769999999","18.6124747, 73.71542149999999",18.599782,73.7343177,18.6124747,73.7154215,2.44
Zolo Pune Warehouse_New,Zolo Meraki,"63/1/2, Rajaram Patil Nagar,Lane -16, Kharadi, Pune",Pune,Maharashtra,"18.5439345, 73.94173409999999","18.6124747, 73.71542149999999",18.5439345,73.9417341,18.6124747,73.7154215,25.06
Zolo Chennai Warehouse_2,Zolo Playa,"Plot no 72 69 and 68, Sholinganallur, Kottivakkam, Chennai, Chennai, Tamil Nadu, 600041",Chennai,Tamil Nadu,"12.9682126, 80.2599427","13.0675449, 80.1491821",12.9682126,80.2599427,13.0675449,80.1491821,16.28
Zolo Pune Warehouse_New,Zolo Mist,"Sonai Niwas,Sr. No:- 07,Near Yes Bank,Opposite Shell Petrol Pump,Hinjawadi Chowk,Pune - 411057",Pune,Maharashtra,"18.587335, 73.701332","18.6124747, 73.71542149999999",18.587335,73.701332,18.6124747,73.7154215,3.16
Zolo BLR_Singasandra WH,Zolo Odyssey,"Bearing No 1856, Stage 1 5th Block, HBR Layout, Bengaluru, Bengaluru Urban, Karnataka,560043",Bangalore,Karnataka,"13.039789, 77.62396799999999","12.8903965, 77.6273899",13.039789,77.623968,12.8903965,77.6273899,16.53
Zolo BLR_Singasandra WH,Zolo Omega,"19th Main Road, #1467, 13th Cross Rd, 1st Sector, HSR Layout, Bengaluru, Bangalore,Karnataka 560102",Bangalore,Karnataka,"12.9136453, 77.6446669","12.8903965, 77.6273899",12.9136453,77.6446669,12.8903965,77.6273899,3.18
Zolo Pune Warehouse_New,Zolo Monks Sanctuary,"Hinjewadi, near IBM, Infosys, Neologic and many other IT companies Pune, Maharashtra 411057",Pune,Maharashtra,"18.5912716, 73.73890899999999","18.6124747, 73.71542149999999",18.5912716,73.738909,18.6124747,73.7154215,3.41
Zolo BLR_Singasandra WH,Zolo Optimus,"No. 62,Tavarekere Village,7th Main Road,Tavarekere Extension,Bangalore - 560029",Bangalore,Karnataka,"12.9272968, 77.6103144","12.8903965, 77.6273899",12.9272968,77.6103144,12.8903965,77.6273899,4.48
Zolo BLR_Singasandra WH,Zolo Orenda,"K.No. 151/379,Situated at MARGONDANAHALLI,Jigani Hobli,Anekal Taluk,Bangalore - 560100",Bangalore,Karnataka,"12.8074636, 77.6236389","12.8903965, 77.6273899",12.8074636,77.6236389,12.8903965,77.6273899,9.18
Zolo BLR_Singasandra WH,Zolo Orion,"Bearing number 32 Ass no. 148/1-32, Kasba Hobli, Nagavara, Bengaluru, Bengaluru Urban,
Karnataka, 560077",Bangalore,Karnataka,"13.165214, 77.4092323","12.8903965, 77.6273899",13.165214,77.4092323,12.8903965,77.6273899,38.53
Zolo BLR_Singasandra WH,Zolo Parea,"Bearing No 4 Khata No 895, 4Th Cross Nagawara Village Kasaba Hobli, Mahadevpura Layout Bengaluru, 560045",Bangalore,Karnataka,"13.016788, 77.6201313","12.8903965, 77.6273899",13.016788,77.6201313,12.8903965,77.6273899,14.0
Zolo BLR_Singasandra WH,Zolo Park View,"Bearing No 627, 15th Cross Main Road, Sector 4, Bengaluru, Bengaluru Urban, Karnataka, 560102",Bangalore,Karnataka,"12.9141995, 77.62706519999999","12.8903965, 77.6273899",12.9141995,77.6270652,12.8903965,77.6273899,2.63
Zolo BLR_Singasandra WH,Zolo Pegasus,"No. 13. K. No. 174/789/84/3/134 15thCross, Verannapalya, Nagawara Village, Bengaluru, Bengaluru Urban, Karnataka, 560045",Bangalore,Karnataka,"13.0133348, 77.6222362","12.8903965, 77.6273899",13.0133348,77.6222362,12.8903965,77.6273899,13.61
Zolo Pune Warehouse_New,Zolo Oasis,"Sr. No. 258/1/3 ,Mukai Nagar,, Hinjewadi, Pune-411057",Pune,Maharashtra,"18.5970253, 73.7315771","18.6124747, 73.71542149999999",18.5970253,73.7315771,18.6124747,73.7154215,2.41
Zolo BLR_Singasandra WH,Zolo Pepper,"bearing No 314/26-89 Khatha No. 497, SILVER SPRING LAYOUT Varthur Hobli,f Munnekolala Village, Bengaluru, 560037",Bangalore,Karnataka,"12.9517671, 77.7151616","12.8903965, 77.6273899",12.9517671,77.7151616,12.8903965,77.6273899,11.7
Zolo BLR_Singasandra WH,Zolo Renaissance,"Site No-99 formed in Sy.No.47,Old Khatha No-444,New Khatha No- in F.No-9-928 and in F-11-1137,Electronic Housing Layout,Konappana Agrahara Village,Begur Hobli,South Taluk,Bangalore - 560100",Bangalore,Karnataka,"12.854899, 77.6679292","12.8903965, 77.6273899",12.854899,77.6679292,12.8903965,77.6273899,5.9
Zolo Chennai Warehouse_2,Zolo Pristine Pavilion,"Pristine Pavilion,First Cross Street,8th Avenue,Adj. Mahindra World ,New ,Tamil Nadu,Chennai - 603204",Chennai,Tamil Nadu,"12.7865171, 79.9752212","13.0675449, 80.1491821",12.7865171,79.9752212,13.0675449,80.1491821,36.37
Zolo BLR_Singasandra WH,Zolo Rivendell,"300, 1st Cross Rd, Stage 2, BTM Layout, Bengaluru, Bangalore Karnataka - 560076",Bangalore,Karnataka,"12.916282, 77.6066972","12.8903965, 77.6273899",12.916282,77.6066972,12.8903965,77.6273899,3.64
Zolo BLR_Singasandra WH,Zolo Skyfall,"46,4th cross road,Tavarekere,BTM Stage 1,Bangalore - 560029",Bangalore,Karnataka,"12.926426, 77.6073377","12.8903965, 77.6273899",12.926426,77.6073377,12.8903965,77.6273899,4.54
Zolo BLR_Singasandra WH,Zolo Symphony,"Palm Ave,Green Glen Layout,Bellandur,Bangalore - 560103",Bangalore,Karnataka,"12.9251051, 77.6696903","12.8903965, 77.6273899",12.9251051,77.6696903,12.8903965,77.6273899,5.98
Zolo BLR_Singasandra WH,Zolo Templar,"Bearing No 8 K No 63-81-11, First Cross Road, Venkateshwara Extension, Bengaluru, Bengaluru Urban, Karnataka, 560029",Bangalore,Karnataka,"12.9163751, 77.6020307","12.8903965, 77.6273899",12.9163751,77.6020307,12.8903965,77.6273899,3.98
Zolo Chennai Warehouse_2,Zolo Retro,"Ms AKS Shelter, no-11A Kamaraj Street, Parameshwaran Nagar, Sholinganallur, Chennai- 600119",Chennai,Tamil Nadu,"12.9411788, 80.2339583","13.0675449, 80.1491821",12.9411788,80.2339583,13.0675449,80.1491821,16.73
Zolo Chennai Warehouse_2,Zolo Sarvam,"318/A,200 Feet Radial Rd,Ganesh Avenue,Rose Avenue,Pallikaranai,Tamil Nadu,Chennai - 600100",Chennai,Tamil Nadu,"12.9481825, 80.2035981","13.0675449, 80.1491821",12.9481825,80.2035981,13.0675449,80.1491821,14.46
Zolo BLR_Singasandra WH,Zolo Tulpar,"Khatha Nos. 599/34/3/3 and 599/34/2, Nagawara Dhakle Kasaba Hobli, Govindpura,Bengaluru, Bengaluru Urban, Karnataka, 560045",Bangalore,Karnataka,"13.0321862, 77.616324","12.8903965, 77.6273899",13.0321862,77.616324,12.8903965,77.6273899,15.73
Zolo BLR_Singasandra WH,Zolo Utopia,"15th Cross,Sai Baba Temple Road,Silver Spring Layout,Kundalahalli,Bangalore - 560037",Bangalore,Karnataka,"12.9502414, 77.7162057","12.8903965, 77.6273899",12.9502414,77.7162057,12.8903965,77.6273899,11.69
Zolo BLR_Singasandra WH,Zolo Winterfell,"Zolo Winterfell,Near Shalom Church,G.M. Narayan Reddy Layout,Electronic Phase 2,Bangalore - 560100",Bangalore,Karnataka,"12.8509782, 77.67243380000001","12.8903965, 77.6273899",12.8509782,77.6724338,12.8903965,77.6273899,6.55
Zolo BLR_Singasandra WH,Zolo Yang,"Site Nos.94&95,KathaNo.365,Konappana Agrahara Village,Begur Hobli,Electronic City ,Bangalore - 560100",Bangalore,Karnataka,"12.854899, 77.6679292","12.8903965, 77.6273899",12.854899,77.6679292,12.8903965,77.6273899,5.9
Zolo BLR_Singasandra WH,Zolo Yin,"Site Nos.94&95,KathaNo.365,Konappana Agrahara Village,Begur Hobli,Electronic City,Bangalore - 560100",Bangalore,Karnataka,"12.854899, 77.6679292","12.8903965, 77.6273899",12.854899,77.6679292,12.8903965,77.6273899,5.9
Zolo Chennai Warehouse_2,Zolo Signature,"200 Feet Bypass Road,Poonamallee - Avadi High Rd,Abirami Nagar,Mogappair,Tamil Nadu,Chennai - 600037",Chennai,Tamil Nadu,"13.0542365, 80.1134179","13.0675449, 80.1491821",13.0542365,80.1134179,13.0675449,80.1491821,4.15
Zolo Chennai Warehouse_2,Zolo Waterfront,"No.37,Kazhipattur Village,Siruseri,Tamil Nadu,Chennai - 603103",Chennai,Tamil Nadu,"12.8235807, 80.2310428","13.0675449, 80.1491821",12.8235807,80.2310428,13.0675449,80.1491821,28.41
Zolo Chennai Warehouse_2,Zolo Xiang,"No 1/189, PillaiyarKovil Street, Thoraipakkam, Chennai- 600096",Chennai,Tamil Nadu,"12.9372402, 80.2361372","13.0675449, 80.1491821",12.9372402,80.2361372,13.0675449,80.1491821,17.23
Zolo Chennai Warehouse_2,Zolo Tangirala,"46A,Sakthi Nagar Main St,Jothi Nagar,Thoraipakkam,Tamil Nadu,Chennai - 600097",Chennai,Tamil Nadu,"12.944572, 80.24262350000001","13.0675449, 80.1491821",12.944572,80.2426235,13.0675449,80.1491821,16.97
Zolo Pune Warehouse_New,Zolo Rainbow for Men,"Sr.No 188/5,Near Datta Mandir,Mauli Chowk,Opp. Eros Meadows App,Wakad,Pune - 411057",Pune,Maharashtra,"18.5983351, 73.7639531","18.6124747, 73.71542149999999",18.5983351,73.7639531,18.6124747,73.7154215,5.36
